Candidate,dt,vote_intention,vote_intention_ewma
Capitão Wagner,2024-07-13,0.27814031887698254,0.26514075902869194
Capitão Wagner,2024-07-14,0.18387968699593452,0.2611768042953867
Capitão Wagner,2024-07-15,0.24008971416260097,0.26014816575232397
Capitão Wagner,2024-07-16,0.22649209537967518,0.2585064062219508
Capitão Wagner,2024-07-17,0.3085880050688789,0.2609494110437522
Capitão Wagner,2024-07-18,0.23059772171741716,0.25946884083271143
Capitão Wagner,2024-07-19,0.25524389420024207,0.25926274587503
Capitão Wagner,2024-07-20,0.2747378365827142,0.26001762834857556
Capitão Wagner,2024-07-21,0.2940699241844882,0.2616787159503274
Capitão Wagner,2024-07-22,0.24392304635133616,0.2608125857259863
Capitão Wagner,2024-07-23,0.23004039162773857,0.25931150308704737
Capitão Wagner,2024-07-24,0.265212400013587,0.2595993517176103
Capitão Wagner,2024-07-25,0.3092310162994295,0.2620204085264795
Capitão Wagner,2024-07-26,0.2544442288273054,0.26165083878505635
Capitão Wagner,2024-07-27,0.24418945436104159,0.2607990639351044
Capitão Wagner,2024-07-28,0.1932476684070616,0.2575038739093462
Capitão Wagner,2024-07-29,0.22769077057852566,0.2560495761858915
Capitão Wagner,2024-07-30,0.1606601506208934,0.2513964334754038
Capitão Wagner,2024-07-31,0.20920277467677226,0.24933820621693398
Capitão Wagner,2024-08-01,0.21766324864475028,0.24779308633536404
Capitão Wagner,2024-08-02,0.20113298014259126,0.24551698359425317
Capitão Wagner,2024-08-03,0.21927795605635086,0.24423703103142866
Capitão Wagner,2024-08-04,0.17172877877587406,0.24070004311652354
Capitão Wagner,2024-08-05,0.1988114328187442,0.2386566962727294
Capitão Wagner,2024-08-06,0.15575089177378115,0.23461251068741484
Capitão Wagner,2024-08-07,0.19258082092646764,0.23256218435761253
Capitão Wagner,2024-08-08,0.16548544575729077,0.22929014832832853
Capitão Wagner,2024-08-09,0.19814106337805376,0.22777068076977852
Capitão Wagner,2024-08-10,0.1707648239987986,0.22498990726875512
Capitão Wagner,2024-08-11,0.12721358219947979,0.22022033043610753
Capitão Wagner,2024-08-12,0.1654896417590662,0.21755054074454452
Capitão Wagner,2024-08-13,0.20485725423523893,0.2169313560367735
Capitão Wagner,2024-08-14,0.22165230678832165,0.2171616463173368
Capitão Wagner,2024-08-15,0.15325351495231931,0.21404417649465302
Capitão Wagner,2024-08-16,0.20958496335268034,0.21382665390236166
Capitão Wagner,2024-08-17,0.19836857511670522,0.2130726012786711
Capitão Wagner,2024-08-18,0.19588424984220676,0.2122341451110387
Capitão Wagner,2024-08-19,0.18652415536973607,0.21097999926999952
Capitão Wagner,2024-08-20,0.19249752290499086,0.21007841505707228
Capitão Wagner,2024-08-21,0.2413603868692769,0.21160436490157006
Capitão Wagner,2024-08-22,0.26186473085144596,0.21405609006985665
Capitão Wagner,2024-08-23,0.24940736477184394,0.2157805424943438
Capitão Wagner,2024-08-24,0.24105568804400862,0.21701347642359572
Capitão Wagner,2024-08-25,0.20763632926311879,0.21655605461088953
Capitão Wagner,2024-08-26,0.22860948930858846,0.2171440270351675
Capitão Wagner,2024-08-27,0.27595549186207424,0.22001287897794344
Capitão Wagner,2024-08-28,0.2349952673928452,0.22074372719330448
Capitão Wagner,2024-08-29,0.2714867912664836,0.22321899861150835
Capitão Wagner,2024-08-30,0.2540839432261108,0.22472460566587918
Capitão Wagner,2024-08-31,0.22899856135996033,0.22493309130949288
Capitão Wagner,2024-09-01,0.2415669846024092,0.22574450073841562
Capitão Wagner,2024-09-02,0.2571233542646095,0.22727517652018117
Capitão Wagner,2024-09-03,0.25484241523198836,0.22861991987197666
Capitão Wagner,2024-09-04,0.20075271798508698,0.22726054417017716
Capitão Wagner,2024-09-05,0.25973380467411167,0.22884460565817394
Capitão Wagner,2024-09-06,0.25648617940198903,0.23019297510909173
Capitão Wagner,2024-09-07,0.21137421432899633,0.22927498677835537
Capitão Wagner,2024-09-08,0.2149048654656851,0.22857400525090804
Capitão Wagner,2024-09-09,0.23743638795481795,0.22900631660231827
Capitão Wagner,2024-09-10,0.24946980951606065,0.23000453576884228
Capitão Wagner,2024-09-11,0.22755869050555058,0.22988522624380364
Capitão Wagner,2024-09-12,0.27112477171227406,0.23189691138860707
Capitão Wagner,2024-09-13,0.2563911443319447,0.23309175201998938
Capitão Wagner,2024-09-14,0.26634998925801023,0.23471410505599039
Capitão Wagner,2024-09-15,0.19146564524552492,0.2326044240896262
Capitão Wagner,2024-09-16,0.1705259479500318,0.2295762057413533
Capitão Wagner,2024-09-17,0.07266603041622782,0.2219220508474447
Capitão Wagner,2024-09-18,0.12647515318503078,0.2172661046200099
Capitão Wagner,2024-09-19,0.1703165222806107,0.2149758810912587
Capitão Wagner,2024-09-20,0.10204612018731252,0.20946711226667594
Capitão Wagner,2024-09-21,0.1410897044897767,0.20613162896048573
Capitão Wagner,2024-09-22,0.2420321874021139,0.20788287571373587
Capitão Wagner,2024-09-23,0.11487238531508448,0.20334577862111872
Capitão Wagner,2024-09-24,0.15049497746604046,0.20076769075989537
Capitão Wagner,2024-09-25,0.17436942317847043,0.19947997039006976
Capitão Wagner,2024-09-26,0.1348255591642522,0.19632609667173717
Capitão Wagner,2024-09-27,0.13758511587032765,0.19346068297410743
Capitão Wagner,2024-09-28,0.13777437542838716,0.19074427772797473
Capitão Wagner,2024-09-29,0.23009609860855304,0.1926638787465395
Capitão Wagner,2024-09-30,0.13857058920584445,0.19002518169577387
Capitão Wagner,2024-10-01,0.12140782754481853,0.18667799368841018
Capitão Wagner,2024-10-02,0.16158255612548156,0.18545382600241364
Capitão Wagner,2024-10-03,0.14404406764176175,0.1834338377896989
Evandro Leitão,2024-07-05,0.17919235996150298,0.17919235996150298
Evandro Leitão,2024-07-06,0.1952080521659561,0.179973613239769
Evandro Leitão,2024-07-07,0.19017196926265625,0.18047109402137324
Evandro Leitão,2024-07-08,0.16757289218046706,0.17984191344376807
Evandro Leitão,2024-07-09,0.16719063092561365,0.17922477771117515
Evandro Leitão,2024-07-10,0.20761223941081863,0.18060953194042606
Evandro Leitão,2024-07-11,0.18131483250725008,0.1806439368461248
Evandro Leitão,2024-07-12,0.2187041396746255,0.18250053210605163
Evandro Leitão,2024-07-13,0.2169864662294348,0.18418277279499715
Evandro Leitão,2024-07-14,0.3134980913898992,0.19049083711669967
Evandro Leitão,2024-07-15,0.2686256785279012,0.19430229279529485
Evandro Leitão,2024-07-16,0.21975107194494034,0.19554369665625315
Evandro Leitão,2024-07-17,0.24003798952049107,0.19771414996670378
Evandro Leitão,2024-07-18,0.29488772437492433,0.2024543243280804
Evandro Leitão,2024-07-19,0.23237869296151917,0.20391404962727253
Evandro Leitão,2024-07-20,0.27919927579855164,0.2075864996844081
Evandro Leitão,2024-07-21,0.2422216857622661,0.20927602095649872
Evandro Leitão,2024-07-22,0.24509340204229768,0.21102321027775722
Evandro Leitão,2024-07-23,0.2538240500099443,0.21311105611835168
Evandro Leitão,2024-07-24,0.3137089887908949,0.21801827234628063
Evandro Leitão,2024-07-25,0.27030021509791885,0.22056861101709224
Evandro Leitão,2024-07-26,0.27285658650410954,0.22311924396767846
Evandro Leitão,2024-07-27,0.2664175165977658,0.2252313548276827
Evandro Leitão,2024-07-28,0.3709663677551972,0.23234037984853703
Evandro Leitão,2024-07-29,0.32314436820084086,0.23676984269499085
Evandro Leitão,2024-07-30,0.34998602476244584,0.24229258328364717
Evandro Leitão,2024-07-31,0.3571940841821438,0.24789753454698846
Evandro Leitão,2024-08-01,0.29558073540442925,0.2502235443449124
Evandro Leitão,2024-08-02,0.26837052013816537,0.25110876267629056
Evandro Leitão,2024-08-03,0.30311770542328836,0.25364578427370504
Evandro Leitão,2024-08-04,0.3542918390347064,0.25855534792058316
Evandro Leitão,2024-08-05,0.34635580765050594,0.26283829717570134
Evandro Leitão,2024-08-06,0.33939948710261725,0.2665729893672582
Evandro Leitão,2024-08-07,0.3769491497938155,0.2719571923148951
Evandro Leitão,2024-08-08,0.331208348999656,0.274847492640981
Evandro Leitão,2024-08-09,0.37867778138139313,0.27991238477465963
Evandro Leitão,2024-08-10,0.35377793812637925,0.2835155824991337
Evandro Leitão,2024-08-11,0.3741026799867805,0.28793446530340916
Evandro Leitão,2024-08-12,0.3727428913713018,0.2920714616969649
Evandro Leitão,2024-08-13,0.32632022097493285,0.29374213288125606
Evandro Leitão,2024-08-14,0.31906174267664367,0.2949772357981042
Evandro Leitão,2024-08-15,0.3051288773275475,0.2954724378239307
Evandro Leitão,2024-08-16,0.3603807979226853,0.2986386992921626
Evandro Leitão,2024-08-17,0.33423619919540715,0.3003751627020769
Evandro Leitão,2024-08-18,0.3225990801723113,0.3014592562372103
Evandro Leitão,2024-08-19,0.38377699971391677,0.30547475591900086
Evandro Leitão,2024-08-20,0.40557613432054246,0.31035774998736876
Evandro Leitão,2024-08-21,0.40527746662427394,0.3149879800672178
Evandro Leitão,2024-08-22,0.4123064939562725,0.3197352246471717
Evandro Leitão,2024-08-23,0.39968726262117293,0.3236353240605376
Evandro Leitão,2024-08-24,0.3435004661802323,0.32460435538344945
Evandro Leitão,2024-08-25,0.3919086590313,0.3278874921467592
Evandro Leitão,2024-08-26,0.351915709986118,0.329059600334045
Evandro Leitão,2024-08-27,0.36129724031501925,0.33063216813799495
Evandro Leitão,2024-08-28,0.394819740302217,0.3337632692191765
Evandro Leitão,2024-08-29,0.3521415012752434,0.33465976834386263
Evandro Leitão,2024-08-30,0.3586757227466604,0.3358312783147308
Evandro Leitão,2024-08-31,0.42883191529736664,0.34036789475290813
Evandro Leitão,2024-09-01,0.35987128684732017,0.34131927973312337
Evandro Leitão,2024-09-02,0.3472497089545733,0.341608568963438
Evandro Leitão,2024-09-03,0.38004999728695404,0.3434837605889754
Evandro Leitão,2024-09-04,0.4003009920623698,0.3462553328559702
Evandro Leitão,2024-09-05,0.42368263960380015,0.35003227464854725
Evandro Leitão,2024-09-06,0.4046457093153828,0.35269634463229527
Evandro Leitão,2024-09-07,0.4047238265974002,0.35523427058181256
Evandro Leitão,2024-09-08,0.37926296200349197,0.35640640187067496
Evandro Leitão,2024-09-09,0.3926050680040884,0.3581721904625488
Evandro Leitão,2024-09-10,0.40900702368717334,0.3606519384247256
Evandro Leitão,2024-09-11,0.37695911759752376,0.36144741057949625
Evandro Leitão,2024-09-12,0.37998334329153527,0.36235160241910785
Evandro Leitão,2024-09-13,0.424731460199861,0.3653945223108519
Evandro Leitão,2024-09-14,0.3959750173391263,0.36688625377564577
Evandro Leitão,2024-09-15,0.43033705161414365,0.3699814146458164
Evandro Leitão,2024-09-16,0.3956333304556093,0.37123272761214776
Evandro Leitão,2024-09-17,0.47251657663945934,0.37617340317445563
Evandro Leitão,2024-09-18,0.4420330999184155,0.3793860713083073
Evandro Leitão,2024-09-19,0.4448277489237923,0.38257834826516024
Evandro Leitão,2024-09-20,0.4413959408055261,0.3854474991207878
Evandro Leitão,2024-09-21,0.4309025822116649,0.387664820247172
Evandro Leitão,2024-09-22,0.3817147934312563,0.3873745750366395
Evandro Leitão,2024-09-23,0.433936071779376,0.38964586756067543
Evandro Leitão,2024-09-24,0.4156951998096102,0.3909165666947698
Evandro Leitão,2024-09-25,0.441868177977347,0.39340201114757845
Evandro Leitão,2024-09-26,0.4299223112582532,0.39518348920175767
Evandro Leitão,2024-09-27,0.43135826191243415,0.396948112260815
Evandro Leitão,2024-09-28,0.4498476848445283,0.39952857921611806
Evandro Leitão,2024-09-29,0.39540578512195396,0.39932746730908564
Evandro Leitão,2024-09-30,0.40124754011752656,0.39942112939730223
Evandro Leitão,2024-10-01,0.41706817669663787,0.4002819609728796
Evandro Leitão,2024-10-02,0.4429228886805309,0.4023620062269114
Evandro Leitão,2024-10-03,0.40719586963023946,0.40259780444170784
José Sarto,2024-07-05,0.18189711345937914,0.18189711345937914
José Sarto,2024-07-06,0.22958291245329257,0.1842232499956676
José Sarto,2024-07-07,0.25123675251022026,0.1874922013378409
José Sarto,2024-07-08,0.18791430167588047,0.18751279159823306
José Sarto,2024-07-09,0.21638095620120462,0.1889209947495975
José Sarto,2024-07-10,0.20357287022818665,0.18963572038269938
José Sarto,2024-07-11,0.19350241620077047,0.18982433969089796
José Sarto,2024-07-12,0.21157844803020157,0.19088551570744935
José Sarto,2024-07-13,0.15732979533042998,0.18924865129881427
José Sarto,2024-07-14,0.19188851835466544,0.1893774253015387
José Sarto,2024-07-15,0.17429353805088643,0.1886416259234581
José Sarto,2024-07-16,0.1833107243958976,0.18838158194650392
José Sarto,2024-07-17,0.13643736969634168,0.18584771793430088
José Sarto,2024-07-18,0.1334427395006575,0.18329137752290364
José Sarto,2024-07-19,0.17021013535754775,0.18265326814898383
José Sarto,2024-07-20,0.10798172651263098,0.1790107539228203
José Sarto,2024-07-21,0.152924171568164,0.177738237710398
José Sarto,2024-07-22,0.11816241958206282,0.17483210024072313
José Sarto,2024-07-23,0.11441918525011593,0.17188512877776665
José Sarto,2024-07-24,0.12244100084195444,0.16947322009797094
José Sarto,2024-07-25,0.06635798794240202,0.16444320877330904
José Sarto,2024-07-26,0.10231463762555834,0.16141254676610167
José Sarto,2024-07-27,0.11129336844068602,0.15896770879900823
José Sarto,2024-07-28,0.07288113700440767,0.15476836383341794
José Sarto,2024-07-29,0.08396345524913451,0.1513144658536968
José Sarto,2024-07-30,0.12003576575413122,0.14978867560493747
José Sarto,2024-07-31,0.07829134903801123,0.14630100113825814
José Sarto,2024-08-01,0.1009429873993456,0.14408841510221362
José Sarto,2024-08-02,0.13402329114178935,0.14359743344560755
José Sarto,2024-08-03,0.06655608011406616,0.139839318648947
José Sarto,2024-08-04,0.06825132007688944,0.13634722115762712
José Sarto,2024-08-05,0.0551570808277578,0.13238672650738958
José Sarto,2024-08-06,0.08545365752378568,0.1300973085081894
José Sarto,2024-08-07,0.07166031025618355,0.12724672322760375
José Sarto,2024-08-08,0.08903200306437606,0.12538259053671458
José Sarto,2024-08-09,0.06324780252714014,0.12235162526795484
José Sarto,2024-08-10,0.09263070821191419,0.12090182443595286
José Sarto,2024-08-11,0.12099545137647072,0.120906391603783
José Sarto,2024-08-12,0.12201632249666505,0.12096053457416749
José Sarto,2024-08-13,0.08954801010696248,0.11942821630747456
José Sarto,2024-08-14,0.10163239920681282,0.11856012766841789
José Sarto,2024-08-15,0.15075620439800397,0.12013066799669038
José Sarto,2024-08-16,0.1103213613100249,0.11965216523148718
José Sarto,2024-08-17,0.10238542760935587,0.11880988534748077
José Sarto,2024-08-18,0.08783955304124183,0.11729913743010326
José Sarto,2024-08-19,0.11064834558318884,0.11697470855952206
José Sarto,2024-08-20,0.11903457732278318,0.11707518996260796
José Sarto,2024-08-21,0.12101527985257166,0.11726738946943545
José Sarto,2024-08-22,0.11332779238187769,0.1170752140017497
José Sarto,2024-08-23,0.10379593499993052,0.11642744429434387
José Sarto,2024-08-24,0.0866544026285015,0.11497510079844912
José Sarto,2024-08-25,0.12440010417040874,0.11543485706049593
José Sarto,2024-08-26,0.0966079910620041,0.11451647335325242
José Sarto,2024-08-27,0.12148505252799058,0.11485640404470306
José Sarto,2024-08-28,0.09322006718335357,0.11380097297829575
José Sarto,2024-08-29,0.14118350791267517,0.11513670638972888
José Sarto,2024-08-30,0.09003672719465158,0.11391231716070072
José Sarto,2024-08-31,0.10380119788784554,0.11341909183031754
José Sarto,2024-09-01,0.09847638428133128,0.11269017926695235
José Sarto,2024-09-02,0.08416839560138903,0.11129887274668096
José Sarto,2024-09-03,0.10976096617328672,0.11122385291383247
José Sarto,2024-09-04,0.11797081925836772,0.11155297322332199
José Sarto,2024-09-05,0.11096998696431785,0.11152453486922423
José Sarto,2024-09-06,0.1380554114153129,0.11281872396903343
José Sarto,2024-09-07,0.11297963539431428,0.112826573306852
José Sarto,2024-09-08,0.13597870563243974,0.11395594561541725
José Sarto,2024-09-09,0.1757274308887835,0.11696918879948388
José Sarto,2024-09-10,0.10748897397204968,0.1165067392957066
José Sarto,2024-09-11,0.09927048773339506,0.11566594653656945
José Sarto,2024-09-12,0.10552495783553895,0.11517126416090942
José Sarto,2024-09-13,0.0980874861992146,0.11433790913838772
José Sarto,2024-09-14,0.12900402724351592,0.11505332953375982
José Sarto,2024-09-15,0.11387267664802428,0.1149957367100654
José Sarto,2024-09-16,0.14473959472173875,0.11644665661307385
José Sarto,2024-09-17,0.17829632384005437,0.11946371355097533
José Sarto,2024-09-18,0.17388030478957878,0.12211818141627305
José Sarto,2024-09-19,0.1804889431592595,0.12496553564763824
José Sarto,2024-09-20,0.19790368084646875,0.12852349395002022
José Sarto,2024-09-21,0.17241566722802257,0.1306645755733374
José Sarto,2024-09-22,0.1473213706923159,0.1314771021645071
José Sarto,2024-09-23,0.1718009972634416,0.13344412143762582
José Sarto,2024-09-24,0.1642272680565879,0.13494573834586787
José Sarto,2024-09-25,0.13990584240945964,0.1351876946416528
José Sarto,2024-09-26,0.1367362191626032,0.13526323242316257
José Sarto,2024-09-27,0.1479423699462231,0.1358817269364826
José Sarto,2024-09-28,0.1705260325028568,0.13757169306167158
José Sarto,2024-09-29,0.08858587693610605,0.1351821410555464
José Sarto,2024-09-30,0.138924569831688,0.1353646985568216
José Sarto,2024-10-01,0.1579665656676966,0.1364672286597911
José Sarto,2024-10-02,0.15766766817480243,0.13750139644101117
José Sarto,2024-10-03,0.1783035771354043,0.13949174671878645
